property_id,title,description,listing_type,property_type,status,number_of_page_views,price,property_size,miscellaneous_details,address,city,area,state,country,zip,location_tags,contact_info,images_urls,advert_page_link,page,time_last_updated
18258,Brand New 4 Bedroom House at Wuse II,A newly built four bedroom residential house is available for sale at Wuse II. This property is in a very good location and very spacious. The strategic location serves for both residential or commercial purpose as you are never far from the centre of Abuja.,Sales,Housing,Available,5124,"NGN 250,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '4', 'year_built': '2015', 'available_from': '2016'}",Wuse II,Abuja,Wuse II,Not Specified,Nigeria,Not Specified,"['Wuse-Ll', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG0877-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG0870-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG0879-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG0880-835x467.jpg']",https://www.abujaproperties.com/properties/brand-new-4-bedroom-house-at-wuse-ii/,7,2024-02-16 04:19:27.787584
23780,Luxury 5 Bedroom Detached Duplex,"Luxury 5 Bedroom Detached Duplex with an effortless marriage of design and functionality which ensures perfection and delivers a unique living experience located in the heart of Maitama district, Abuja.",Sales,Housing,Available,1220,"NGN 250,000,000",447.00 sq. ft,"{'rooms': '5', 'bedrooms': '5', 'bathrooms': '6'}",Not Specified,"Abuja, Abuja FCT, FCT,ABUJA, Maitama",Maitama,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Maitama', 'Abuja', 'Abuja-Fct', 'Fctabuja', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2021/04/aqq.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/04/AC3-1-664x467.png']",https://www.abujaproperties.com/properties/luxury-5-bedroom-detached-duplex-2/,7,2024-02-16 04:19:29.404778
25486,Brand New Luxury 4 Bedroom Duplex,"Brand New Luxury 4 bedroom duplex is available for sale at Jabi district in a very serene environment with great features and ample parking space. Features include : Swimming pool, Gym, All rooms en suite, wardrobes, 2 stand-by Generators, air-conditioners, Fully fitted kitchen, Washers and Dryers, Intercom, external Cctv, 24 hours security, 24 hours electricity and lots more.",Sales,Housing,Available,221,"NGN 250,000,000",352.00 sq. ft,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '4'}",Not Specified,"Abuja, Abuja FCT",Jabi,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Jabi', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2023/03/AA11-684x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA2-5-696x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA4-4-691x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA5-4-698x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA6-3-690x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA8-2-701x467.png']",https://www.abujaproperties.com/properties/brand-new-luxury-4-bedroom-duplex-4/,7,2024-02-16 04:19:32.282457
25392,Brand New Luxury 5 Bedroom House at Asokoro,Brand New Luxury 5 Bedroom detached duplex is available for sale at Asokoro district Abuja. This lovely house is very well designed and finished and it has ample parking space and spacious rooms.,Sales,Housing,Available,477,"NGN 250,000,000",742.00 sq. ft,"{'rooms': '5', 'bedrooms': '5', 'bathrooms': '7'}",Not Specified,"Abuja, Abuja FCT, Asokoro, F.C.T, FCT,ABUJA, Maitama",Asokoro,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Asokoro', 'Abuja', 'Abuja-Fct', 'Asokoro', 'F-C-T', 'Fctabuja', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2023/03/AA1.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA2.png']",https://www.abujaproperties.com/properties/brand-new-luxury-5-bedroom-house-at-asokoro/,7,2024-02-16 04:19:33.885511
25397,Luxury 5 Bedroom Detached Duplex at Katampe,"Brand new spacious and well finished 5 Bedroom duplex is available for sale at Katampe district, Abuja.",Sales,Housing,Available,248,"NGN 250,000,000",796.00 sq. ft,"{'rooms': '5', 'bedrooms': '6'}",Not Specified,"Abuja, Abuja FCT, FCT,ABUJA",Katampe,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Katampe', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2023/03/AA1-1-464x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA2-1-430x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA3-444x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA4-341x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA5-438x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/03/AA6-451x467.png']",https://www.abujaproperties.com/properties/luxury-5-bedroom-detached-duplex-at-katampe/,7,2024-02-16 04:19:36.152802
20831,Spacious 3 Bedroom Bungalow in Zone 4 with Green area,"Spacious 3 Bedroom Bungalow at Wuse, zone 4 Abuja is available for sale.",Sales,Housing,Available,5739,"NGN 250,000,000",Not Specified,"{'rooms': '3', 'bedrooms': '3', 'bathrooms': '3', 'year_built': '2009', 'garages': '8'}",Wuse,"Abuja, Abuja FCT, FCT,ABUJA","Other Locations, Wuse zone4","Abuja, Abuja FCT, Federal Capital Territory",Nigeria,zone 4,"['Other-Locations', 'Wuse-Zone4', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/03/IMG_9274-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/03/IMG_9269-835x467.jpg']",https://www.abujaproperties.com/properties/3-bedroom-bungalow-in-wuse-zone-4/,7,2024-02-16 04:19:37.683647
18851,Decent 4 Bedroom Duplex at Wuse II,"A decent four bedroom duplex is available for sale at Wuse II. This lovely spacious house comes in a very residential district with good access roads, green areas, play grounds and large rooms. This property is located at a strategic area at the heart of Wuse II.",Sales,Housing,Available,5454,"NGN 250,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '5', 'year_built': '2014'}",Wuse II,Abuja,Wuse II,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Wuse-Ll', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/01/A1-734x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/A3-712x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/A4-759x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/A5-727x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/A6-713x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/A7-726x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/A8-723x467.png']",https://www.abujaproperties.com/properties/decent-3-bedroom-apartment/,7,2024-02-16 04:19:39.337126
21564,Brand New Luxury 4 bedroom duplex in Utako,An extremely luxury 4 Bedroom duplex is available for sale in Utako in a very serene residential location.,Sales,Housing,Available,5661,"NGN 250,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2018', 'garages': '6'}",Utako,"Abuja, Abuja FCT",Utako,Abuja,Nigeria,Not Specified,"['Utako', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2017/01/AC1.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/MT3-630x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/AC3-509x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/AC2-369x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/AC7-495x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/AC4-511x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/AC5-492x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/AC6-473x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/01/MT12-625x467.png']",https://www.abujaproperties.com/properties/luxury-4-bedroom-duplex-in-utako/,7,2024-02-16 04:19:41.001329
18737,Brand New 5 Bedroom Luxury Duplex at Mabushi,Luxury Tastefully finished 5 bedroom detached duplex is available for sale at Mabushi district Abuja.,Sales,Housing,Available,5706,"NGN 250,000,000",Not Specified,"{'rooms': '5', 'bedrooms': '5', 'bathrooms': '6', 'year_built': '2015-09-10'}",Mabushi,"Abuja, Mabushi","Mabushi, Other Locations","Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Mabushi', 'Other-Locations', 'Abuja', 'Mabushi']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/01/AN1-498x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/AN2-673x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/AN3-835x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/AN4-527x467.png']",https://www.abujaproperties.com/properties/2-bedroom-luxury-apartment-at-apo-duse/,7,2024-02-16 04:19:42.723237
23763,Luxury 5 Bedroom Mansion in Wuye,Luxury 5 bedroom duplex is available for sale at Wuye district Abuja.,Sales,Housing,Available,990,"NGN 250,000,000",Not Specified,"{'rooms': '5', 'bedrooms': '7', 'bathrooms': '7', 'year_built': '2021', 'garages': '4'}",Not Specified,"Abuja, Abuja FCT, FCT,ABUJA",Wuye,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Wuye', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2021/03/ac1.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/03/ac2c.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/03/ac2-353x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/03/ac3a-506x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/03/ac3-578x467.png']",https://www.abujaproperties.com/properties/luxury-5-bedroom-mansion-in-wuye/,7,2024-02-16 04:19:44.429453
