property_id,title,description,listing_type,property_type,status,number_of_page_views,price,property_size,miscellaneous_details,address,city,area,state,country,zip,location_tags,contact_info,images_urls,advert_page_link,page,time_last_updated
24271,Decent 4 Bedroom Detached Duplex at Asokoro,"Tastefully finished 4 bedroom luxury duplex with en-suite boys quarter at Asokoro district within a very serene and decent neighbourhood. This house is nice with street lights, borehole, 24 hours security, Cctv cameras, green area, Swimming pool and lots more.",Rentals,Housing,Available,645,"NGN 20,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2020', 'garages': '5', 'garage_size': '5'}",Not Specified,"Abuja, Abuja FCT, FCT,ABUJA",Asokoro,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Asokoro', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2021/11/AA1-437x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA2-435x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA3-435x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA4-442x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA5-431x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA6-442x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA7-540x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA8-388x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2021/11/AA9-442x467.png']",https://www.abujaproperties.com/properties/decent-4-bedroom-detached-duplex-at-asokoro/,20,2024-02-16 04:20:03.949782
19231,Spacious Five Bedroom Duplex at Maitama,"A well finished five bedroom house is available for rent at Maitama district. This house has good facilities such as: 24hrs security, Borehole, Intercom, Fitted kitchen, balcony, cookers, burners, study room, two sitting rooms, private space and large compound.",Rentals,Housing,Available,1280,"NGN 20,000,000",Not Specified,"{'rooms': '5', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2014', 'garages': '10'}",Maitama,Maitama,Maitama,Not Specified,Nigeria,Not Specified,"['Maitama', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/03/IMAG2419-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/03/IMAG2431-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/03/IMAG2428-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/03/IMAG2429-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/03/IMAG2427-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/03/IMAG2425-835x467.jpg']",https://www.abujaproperties.com/properties/spacious-five-bedroom-duplex-at-maitama/,20,2024-02-16 04:20:05.527463
19040,"2 Bedroom Apartment at CBN Estate, Garki","A spacious two bedroom apartment is available on the first floor at Garki, CBN, estate. The estate is a gated estate with residential occupants and it comes with CofO. All rooms are spacious and has facilities such as 24hrs uniform security, 24hrs water board.",Rentals,Housing,Available,7926,"NGN 20,000,000",Not Specified,"{'rooms': '2', 'bedrooms': '2', 'bathrooms': '2', 'year_built': '2011'}",Not Specified,Abuja,Garki,Not Specified,Nigeria,Not Specified,"['Garki', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0013-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0009-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0010-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0012-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0014-747x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0015-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0016-747x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMG-20160215-WA0017-835x467.jpg']",https://www.abujaproperties.com/properties/2-bedroom-apartment-in-garki/,20,2024-02-16 04:20:07.204864
19741,Magnificent 4 Bedroom Terrace House in Maitama,A magnificent 4 Bedroom Terrace House in Maitama located at Maitama is available for rent.,Rentals,Housing,Available,1838,"NGN 20,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '4', 'year_built': '2016'}",Maitama,Maitama,Maitama,Not Specified,Nigeria,Not Specified,"['Maitama', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/02/aa1as-650x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3338-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/aaa23-666x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/ad2-835x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/asdsa-654x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/adadsf11-650x467.png']",https://www.abujaproperties.com/properties/magnificent-4-bedroom-terrace-house-in-maitama/,20,2024-02-16 04:20:08.794892
18578,Spacious 4 Bedroom Luxury Duplex at Wuse II,"Spacious four bedroom detached duplex for rent at Wuse II. Comprising of two living areas, four bedrooms & two guest chalets.",Rentals,Housing,Available,1325,"NGN 20,000,000","1,300.00 sq. ft","{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2015'}",Wuse II,Not Specified,Wuse II,Not Specified,Nigeria,Not Specified,['Wuse-Ll'],"{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1668-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1673-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1674-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1675-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1676-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1677-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1679-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1680-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1681-835x467.jpg']",https://www.abujaproperties.com/properties/brand-new-4-bedroom-luxury-duplex-at-wuse-ii/,20,2024-02-16 04:20:10.407763
22671,Brand New Luxury 3 bedroom Duplex Apartment,"An exquisite 3 Bedroom Luxury bedroom apartment is available for rent in Maitama, Abuja.",Rentals,Housing,Available,2703,"NGN 18,000,000","3,400.00 sq. ft","{'property_lot_size': '4.00 ft2', 'rooms': '3', 'bathrooms': '4', 'year_built': '2016', 'garages': '4'}",Maitama,"Abuja, Abuja FCT, FCT,ABUJA, Maitama",Maitama,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Maitama', 'Abuja', 'Abuja-Fct', 'Fctabuja', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2020/02/AZ1-696x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT1.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT3-623x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT4.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT5-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT6.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT7-505x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT8-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/05/AT9.png']",https://www.abujaproperties.com/properties/brand-new-luxury-3-bedroom-apartment/,20,2024-02-16 04:20:11.972362
20055,Exquisite 6 Bedroom Serviced Duplex in Maitama,"Exquisite 6 Bedroom Serviced Duplex in Maitama built to top standards with European finishing for your enjoyment now and in the future. with a unique view and serene ambience. Facilities include generous living areas, well ventilated ensuite bedrooms, spacious kitchen with smoke extractor, contemporary fittings, entertainment area, beautiful landscaped outdoors, swimming pool and recreational gym, dedicated transformer, Cctv cameras, 24 hrs security and alternative power supply from(250kVA and 500kVA) Generators and more.",Rentals,Housing,Available,1397,"NGN 18,000,000",Not Specified,"{'rooms': '6', 'bedrooms': '6', 'bathrooms': '6', 'year_built': '2014'}",Maitama,Maitama,Maitama,Not Specified,Nigeria,Not Specified,"['Maitama', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3943-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3929-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3931-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3933-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3936-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3938-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3940-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/09/IMAG3942-835x467.jpg']",https://www.abujaproperties.com/properties/exquisite-6-bedroom-serviced-duplex-in-maitama/,20,2024-02-16 04:20:13.714027
23035,Lovely 4 Bedroom Duplex in Maitama with Swimming Pool,Exquisitely finished 4 Bedroom Duplex in Maitama . This well designed 4 bedroom semi detached house is located within a lovely residential area.,Rentals,Housing,Available,1731,"NGN 18,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2018', 'garages': '4'}",Maitama,"Abuja, Abuja FCT, Maitama",Maitama,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Maitama', 'Abuja', 'Abuja-Fct', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2020/02/azzzzq-726x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2020/02/amaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2020/02/AM6.jpeg', 'https://www.abujaproperties.com/wp-content/uploads/2020/02/AM4.jpeg', 'https://www.abujaproperties.com/wp-content/uploads/2020/02/AM3.jpeg', 'https://www.abujaproperties.com/wp-content/uploads/2020/02/AM5.jpeg']",https://www.abujaproperties.com/properties/lovely-4-bedroom-duplex-in-maitama-3/,20,2024-02-16 04:20:15.230355
23310,Luxury Furnished 4 Bedroom Duplex in Asokoro,Tastefully finished 4 bedroom terrace duplex is available for rent in Asokoro district Abuja.,Rentals,Housing,Available,832,"NGN 18,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5'}",Not Specified,"Abuja, Asokoro, FCT,ABUJA",Asokoro,Abuja FCT,Nigeria,Not Specified,"['Asokoro', 'Abuja', 'Asokoro', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2020/10/AT1-389x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT2-691x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT3-686x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT4-686x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT5-694x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT6-693x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT7-546x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT8-689x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AT9-674x467.png']",https://www.abujaproperties.com/properties/luxury-furnished-4-bedroom-duplex-in-maitama/,20,2024-02-16 04:20:16.786379
19674,Outstanding and Lovely 5 Bedroom Detached House at Utako,"Newly Built modern improved Tastefully Finished 5 Bedroom Duplex at Utako, Abuja.",Rentals,Housing,Available,5775,"NGN 18,000,000",Not Specified,"{'rooms': '5', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2016'}",Utako,Abuja,Utako,Not Specified,Nigeria,Not Specified,"['Utako', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2963-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2945-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2947-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2949-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2950-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2953-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2954-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2959-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2960-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2961-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/06/IMAG2964-835x467.jpg']",https://www.abujaproperties.com/properties/outstanding-and-lovely-5-bedroom-detached-house-at-utako/,20,2024-02-16 04:20:18.497858
