property_id,title,description,listing_type,property_type,status,number_of_page_views,price,property_size,miscellaneous_details,address,city,area,state,country,zip,location_tags,contact_info,images_urls,advert_page_link,page,time_last_updated
20293,Lovely 4 Bedroom Duplex for rent at Lifecamp,A very well designed 4 bedroom mansion is now available for rent in Lifecamp.,Rentals,Housing,Available,5616,"NGN 7,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'year_built': '2015', 'garages': '5', 'garage_size': '100'}",Lifecamp,"Abuja, Abuja FCT",Lifecamp,Not Specified,Nigeria,Not Specified,"['Lifecamp-2', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/12/ad1111-707x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/12/adddd1.png']",https://www.abujaproperties.com/properties/lovely-4-bedroom-duplex-for-rent-at-lifecamp/,26,2024-02-16 04:20:35.054177
19725,Lovely 3 Bedroom House in Maitama with Bq,Tastefully and well finished 3 bedroom terrace duplex located in Maitama is available for rent.,Rentals,Housing,Available,1284,"NGN 7,000,000",Not Specified,"{'rooms': '3', 'bedrooms': '3', 'bathrooms': '3', 'year_built': '2016', 'garages': '6'}",Maitama,Maitama,Maitama,Not Specified,Nigeria,Not Specified,"['Maitama', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3372-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3367-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3368-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3370-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3373-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3381-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/07/IMAG3382-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG3346-1-835x467.jpg']",https://www.abujaproperties.com/properties/lovely-3-bedroom-house-in-maitama/,26,2024-02-16 04:20:36.631140
22560,Luxury 4 Bedroom Duplex at Apo,Spacious and well finished 4 bedroom detached duplex for rent at Apo.,Rentals,Housing,Available,1906,"NGN 7,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '5', 'year_built': '2019', 'garages': '6'}",Apo,"Abuja, Abuja FCT, FCT,ABUJA",Apo,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Apo', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2019/02/KAT1-1.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/02/KAT2-626x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/02/KAT3-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/02/KAT4-630x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/02/KAT1.png']",https://www.abujaproperties.com/properties/luxury-4-bedroom-duplex-at-apo/,26,2024-02-16 04:20:38.209209
24647,Brand New 3 Bedroom Apartment at Wuse 2,Tastefully finished 3 bedroom apartment with en-suite boys quarter at Wuse 2 district within a very serene and decent neighborhood.,Rentals,Housing,Available,572,"NGN 7,000,000","2,804.00 sq. ft","{'rooms': '3', 'bedrooms': '3', 'bathrooms': '4'}",Not Specified,"Abuja, Abuja FCT, FCT,ABUJA",Wuse II,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Wuse-Ll', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2022/04/AW1-2-683x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/04/AW2-2-696x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/04/AW3-2-687x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/04/AW4-2-684x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/04/AW5-1-686x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/04/AW6-2-688x467.png']",https://www.abujaproperties.com/properties/brand-new-3-bedroom-apartment-at-wuse-2/,26,2024-02-16 04:20:39.808300
21125,Detached 4 bedroom at Durumi for Rent,A lovely 4 bedroom of tasteful finished duplex located in Durumi is available for rent.,Rentals,Housing,Available,5489,"NGN 7,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2017', 'garages': '6'}",Durumi,"Abuja, Abuja FCT",Other Locations,Abuja,Nigeria,Not Specified,"['Other-Locations', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ1-1-835x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ2-1-835x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ3-1-835x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ4-1-635x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ5-1-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ6-1-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ7-1-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ8-1.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JJ9-1-634x467.png']",https://www.abujaproperties.com/properties/lovely-detached-4-bedroom-at-durumi-for-rent/,26,2024-02-16 04:20:41.506209
23532,Luxury 2 Bedroom Apartment in Jabi,Tastefully finished 2 bedroom duplex is available for rent in Jabi district Abuja.,Rentals,Housing,Available,1213,"NGN 7,000,000",Not Specified,"{'rooms': '2', 'bedrooms': '2', 'bathrooms': '2'}",Not Specified,"Abuja, Abuja FCT, FCT,ABUJA",Jabi,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Jabi', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2020/12/AX1-693x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/12/AX2-694x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/12/AX3-692x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/12/AX3A-698x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/12/AX4A-693x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/12/AX5-693x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/12/AX6-676x467.png']",https://www.abujaproperties.com/properties/luxury-2-bedroom-apartment-in-jabi/,26,2024-02-16 04:20:43.113792
20363,Lovely 3 Bedroom Apartment at Wuse II,Lovely 3 bedroom apartment with excellent views is available for rent with one room boys quarter in quiet residential district in Wuse II.,Rentals,Housing,Available,6508,"NGN 7,000,000",Not Specified,"{'rooms': '3', 'bedrooms': '3', 'bathrooms': '3', 'year_built': '2014'}",Wuse II,"Abuja, Abuja FCT",Wuse II,Not Specified,Nigeria,Not Specified,"['Wuse-Ll', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/12/az5-708x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/12/az1-705x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/12/az2-709x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/12/az3-693x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/12/az4-697x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/12/az6-708x467.png']",https://www.abujaproperties.com/properties/lovely-3-bedroom-apartment-at-wuse-ii/,26,2024-02-16 04:20:44.700648
21779,New 2 Bedroom Duplex in Maitama,"Brand New Luxury 2 bedroom terrace house is now available for rent at Maitama district, Abuja.",Rentals,Housing,Available,5537,"NGN 7,000,000",Not Specified,"{'rooms': '2', 'bedrooms': '3', 'bathrooms': '3', 'year_built': '2018', 'garages': '4'}",Maitama,"Abuja, Abuja FCT, Maitama",Maitama,Not Specified,Nigeria,Not Specified,"['Maitama', 'Abuja', 'Abuja-Fct', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2018/02/MT1-626x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT2.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT3-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT4-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT5-630x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT6-636x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT7-634x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT8-401x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT9-396x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT10-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT4A.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT5A-626x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT6A-633x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT7A-604x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT7A-1-604x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT8A-637x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT9A-393x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/02/MT10A-400x467.png']",https://www.abujaproperties.com/properties/brand-new-2-bedroom-duplex-in-maitama/,26,2024-02-16 04:20:46.325153
23141,Luxury 4 Bedroom Serviced Duplex in Wuye,"Exquisitely built 4 bedroom luxury duplex is available for rent at Wuye. This lovely house comes with green area, swimming pool, boys quarters, 24 hours power supply, 24 hours security. Seeing is believing, book to view.",Rentals,Housing,Available,978,"NGN 7,000,000","3,244.00 sq. ft","{'rooms': '4', 'bathrooms': '5', 'year_built': '2019', 'garages': '4'}",Not Specified,"Abuja FCT, FCT,ABUJA",Wuye,Abuja FCT,Nigeria,Not Specified,"['Wuye', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ1-399x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ2-715x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ2A-713x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ3-702x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ4-710x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ5-701x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ7-703x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ8.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/05/AZ9-715x467.png']",https://www.abujaproperties.com/properties/luxury-4-bedroom-duplex-in-wuye-2/,26,2024-02-16 04:20:47.864789
20712,Brand New 3 Bedroom Luxury Apartment,"A brand new 3 bedroom apartment located at Maitama is available for rent. This newly built house consists of large parking space, 24 hours standby generators, nicely fitted kitchen with storage facilities,",Rentals,Housing,Available,5957,"NGN 7,000,000",Not Specified,"{'rooms': '3', 'bedrooms': '3', 'bathrooms': '3', 'year_built': '2017', 'garages': '4'}",Maitama,"Abuja, Maitama",Maitama,Not Specified,Nigeria,Not Specified,"['Maitama', 'Abuja', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2017/03/azzz9-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/AQ1-635x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/AQ2-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/AQ4.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/AQ5-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/AQ6-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzz1-619x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzzz6-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzz3-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzz4-625x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzz7-616x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzz8-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzzbq5-395x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azzzz6-1-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/03/azz000-1-637x467.png']",https://www.abujaproperties.com/properties/brand-new-3-bedroom-luxury-apartment/,26,2024-02-16 04:20:49.477686
