property_id,title,description,listing_type,property_type,status,number_of_page_views,price,property_size,miscellaneous_details,address,city,area,state,country,zip,location_tags,contact_info,images_urls,advert_page_link,page,time_last_updated
19358,Well Designed Luxury 5 bedroom duplex at Maitama,"Tastefully finished 5 bedroom duplex at Maitama district with Fitted kitchen, Air conditioners, ceramic tiles, pop finished, 2 sitting rooms, standby generator, inter lock compound, spacious compound, gate house and 24 hrs security.",Sales,Housing,Available,2057,"NGN 225,000,000","7,002.00 sq. ft","{'rooms': '5', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2015', 'garages': '10', 'available_from': '2016'}",Maitama,Maitama,Maitama,Not Specified,Nigeria,Not Specified,"['Maitama', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160401-WA0004-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160401-WA0005-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160401-WA0006-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160401-WA0007-835x467.jpg']",https://www.abujaproperties.com/properties/tastefully-finished-5-bedrooms-duplex-at-maitama/,8,2024-02-16 04:19:28.591727
23302,Luxury 4 Bedroom Duplex in Asokoro,Tastefully finished 4 bedroom semi-detached duplex is available for sale in Asokoro district Abuja.,Sales,Housing,Available,842,"NGN 220,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '5'}",Not Specified,"Abuja FCT, FCT,ABUJA, Maitama",Asokoro,Abuja FCT,Nigeria,Not Specified,"['Asokoro', 'Abuja-Fct', 'Fctabuja', 'Maitama']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2020/10/AM1-693x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AM2-685x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AM3-691x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AM4-658x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AM5-677x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AM6-682x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2020/10/AM7-687x467.png']",https://www.abujaproperties.com/properties/luxury-4-bedroom-duplex-in-maitama-3/,8,2024-02-16 04:19:31.423763
18388,6 Bedroom Mansion at Gwarinpa for Sale,"Newly built 6 bedroom mansion in a very decent location is available for sale at Gwarinpa. Beautiful house with good landscape and lovely infrastructures that would fit your needs. Features of this property includes: Ante Room, 2 Large sitting rooms, Study, Box room, Laundry, 3 room Boys quarter, Fitted kitchen.",Sales,Housing,Available,5778,"NGN 220,000,000",Not Specified,"{'rooms': '6', 'bedrooms': '6', 'bathrooms': '6', 'year_built': '2015'}",Gwarinpa,Abuja,Gwarinpa,Not Specified,Nigeria,Not Specified,"['Gwarinpa', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}",['https://www.abujaproperties.com/wp-content/uploads/2016/01/Screenshot_2016-01-05-14-09-32_1-2-835x467.jpg'],https://www.abujaproperties.com/properties/6-bedroom-mansion-in-gwarinpa-for-sale/,8,2024-02-16 04:19:33.231499
21358,Well Positioned Spacious 5 Bedroom Duplex in Garki,"Spacious 5 bedroom detached house in Garki with 2 sitting rooms, 2 room BQ, gatehouse with its own convenience, fitted kitchen, wardrobes in every room, jacuzzi in master’s bathroom, pop celling, tiled floors, screeded walls, carport, automated access gate, convenient parking for up to 6 cars, house in pristine condition.",Sales,Housing,Available,5608,"NGN 220,000,000",Not Specified,"{'rooms': '5', 'bedrooms': '6', 'bathrooms': '6', 'year_built': '2015'}",Garki,"Abuja, Abuja FCT",Garki,Abuja,Nigeria,Not Specified,"['Garki', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2017/10/Garki1-635x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/10/Garki2.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/10/Garki4-609x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/10/Garki5-384x467.png']",https://www.abujaproperties.com/properties/spacious-5-bedroom-duplex-in-garki/,8,2024-02-16 04:19:34.849711
18953,5 Bedroom Detached Duplex at Gwarinpa,"A spacious five bedroom duplex with two guest chalet and one boys quarter is available for sale at Gwarinpa. This property is located in a quite district at Gwarinpa and it has ample parking space and well spaced out rooms. Features include: Green area, two parlours, fitted kitchen, laundry, two guest chalets, interlocked compound.",Sales,Housing,Available,5597,"NGN 220,000,000",112.00 sq. ft,"{'rooms': '5', 'bedrooms': '5', 'bathrooms': '6', 'year_built': '2015', 'garages': '12'}",Gwarinpa,Abuja,Gwarinpa,Not Specified,Nigeria,Not Specified,"['Gwarinpa', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2122-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2102-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2103-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2106-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2107-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2109-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2110-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2111-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2112-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2114-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2115-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2116-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2117-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2118-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2120-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/02/IMAG2124-835x467.jpg']",https://www.abujaproperties.com/properties/5-bedroom-detached-duplex-at-gwarinpa/,8,2024-02-16 04:19:36.567724
26000,Brand New 4 Bedroom Duplex at Utako,Brand New Luxury 4 Bedroom terrace duplex is available for sale at Utako Abuja. This lovely house is very well designed and finished and has ample parking space and spacious rooms.,Sales,Housing,Available,78,"NGN 220,000,000","3,547.00 sq. ft","{'rooms': '4', 'bedrooms': '4', 'bathrooms': '4'}",Not Specified,"Abuja, Abuja FCT",Utako,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Utako', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8977-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8985-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8980-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8986-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8987-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8984-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8983-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2023/12/IMG_8978-835x467.jpg']",https://www.abujaproperties.com/properties/brand-new-4-bedroom-duplex-at-utako/,8,2024-02-16 04:19:38.124959
24761,Brand New Luxury 5 Bedroom Duplex at Lifecamp,Luxury Tastefully finished spacious 5 Bedroom duplex is available for sale at Lifecamp district Abuja.,Sales,Housing,Available,347,"NGN 220,000,000","1,424.00 sq. ft","{'rooms': '5', 'bedrooms': '7', 'bathrooms': '7'}",Not Specified,"Abuja, Abuja FCT, FCT,ABUJA","Life Camp, Lifecamp","Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Life-Camp', 'Lifecamp-2', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2022/05/AB1-728x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB1A-395x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB2-426x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB3-427x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB4-431x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB5-437x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB6-421x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB7-428x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB8-427x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/05/AB9-426x467.png']",https://www.abujaproperties.com/properties/brand-new-luxury-6-bedroom-duplex-at-lifecamp/,8,2024-02-16 04:19:39.941590
21923,Lovely 6 Bedroom Duplex at Prince and Princess Estate,"A brand new 6 Bedroom Detached Duplex is available for Sale at Prince ad Princess Estate, Abuja. This lovely house is very well designed and finished and it has ample parking space and spacious rooms.",Sales,Housing,Available,8072,"NGN 220,000,000","1,567.00 sq. ft","{'rooms': '6', 'bedrooms': '8', 'bathrooms': '8', 'year_built': '2017', 'garages': '8'}",Prince and Princess,"Abuja, Abuja FCT",Other Locations,Abuja,Nigeria,Not Specified,"['Other-Locations', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2018/04/AP1-635x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP2-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP3-626x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP4-626x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP5-630x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP6-630x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP7-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP8-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP9.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP10-636x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP11-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/04/AP12.png']",https://www.abujaproperties.com/properties/lovely-6-bedroom-duplex-at-prince-and-princess-estate/,8,2024-02-16 04:19:41.662077
121,Superb 3 Bedroom House for Sale in Asokoro,"Superb 3 bedroom house is available for sale at Asokoro. Each unit also features modern luxury touches like teak or white lacquer kitchen cabinets, premium appliances and Spacious rooms.",Sales,Housing,Available,5605,"NGN 210,000,000","5,825.00 sq. ft","{'property_lot_size': '6,892.00 ft2', 'rooms': '3', 'bedrooms': '3', 'bathrooms': '3', 'year_built': '2015-12-14'}",Asokoro,Abuja,Asokoro,Not Specified,Nigeria,Not Specified,"['Asokoro', 'Abuja']",None,"['https://www.abujaproperties.com/wp-content/uploads/2014/05/IMAG0142-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2014/05/IMAG0138-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2014/05/IMAG0143-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2014/05/IMAG0144-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2014/05/IMAG0146-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2014/05/IMAG0145-835x467.jpg']",https://www.abujaproperties.com/properties/2-rooms-southwark/,8,2024-02-16 04:19:43.237131
18698,Tastefully Designed 4 Bedroom House,A superb looking and absolutely designed four bedroom house is available for sale at Utako district Abuja. This property is located within an estate and it is a complete luxury at a very good price. The infrastructure is amazing and comes in a decent environment.,Sales,Housing,Available,5760,"NGN 209,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5'}",Utako,Abuja,Utako,Not Specified,Nigeria,Not Specified,"['Utako', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1788-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1795-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1796-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1797-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1799-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1801-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1803-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1805-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1806-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1815-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1808-1-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1818-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/IMAG1821-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/Screenshot_2016-01-26-08-46-09_1-2-766x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/Screenshot_2016-01-26-08-46-17_1-788x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/Screenshot_2016-01-26-08-46-17_2-768x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/Screenshot_2016-01-26-08-46-44_1-782x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/Screenshot_2016-01-26-20-04-31_1-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/Screenshot_2016-01-26-20-04-10_1-835x467.jpg']",https://www.abujaproperties.com/properties/absolutely-tastefully-designed-4-bedroom-house/,8,2024-02-16 04:19:44.921618
