property_id,title,description,listing_type,property_type,status,number_of_page_views,price,property_size,miscellaneous_details,address,city,area,state,country,zip,location_tags,contact_info,images_urls,advert_page_link,page,time_last_updated
22791,Brand New Luxury 4 Bedroom Duplex in Apo,Exquisitely finished 4 Bedroom Duplex with Green Area and Bq in Apo. This well designed 4 bedroom semi detached house is located within a lovely residential estate.,Sales,Housing,Available,2136,"NGN 150,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2018', 'garages': '5'}",Apo,"Abuja, Abuja FCT, FCT,ABUJA",Apo,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Apo', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ1.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ2-618x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ3-609x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ3A-622x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ3B-637x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ4-616x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ6-396x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ7-613x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ8-609x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ9-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ11-622x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ12.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ13.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ14.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/06/AQ111.png']",https://www.abujaproperties.com/properties/luxury-4-bedroom-duplex-in-apo/,11,2024-02-16 04:20:01.046018
22807,New Luxury 4 Bedroom Semi Detached Duplex,Brand new luxury 4 bedroom detached duplex with it’s own gate and fence is available for sale in apo district abuja. This lovely house is well designed with two living rooms a boys quarter and in a very serene residential location.,Sales,Housing,Available,3303,"NGN 150,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'year_built': '2019', 'garages': '4'}",Apo,"Abuja, Abuja FCT, FCT,ABUJA",Apo,"Abuja, Abuja FCT",Nigeria,Not Specified,"['Apo', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ1-1-633x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ2-1-635x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ3-1.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ4-1-635x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ5-638x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ6-1-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ7-1.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ8-1-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ9-1-630x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ10-633x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2019/06/AQ11-1-628x467.png']",https://www.abujaproperties.com/properties/brand-new-luxury-4-bedroom-semi-detached-duplex/,11,2024-02-16 04:20:02.682518
20964,Luxury 7 Units Of 5 Bedroom In Asokoro,"Superbly finished and luxury 7 units of 5 bedroom duplex with all rooms en-suite, 2 rooms boys quarter at Asokoro district, Abuja is now available for rent",Sales,Housing,Available,6391,"NGN 150,000,000","6,097.00 sq. ft","{'rooms': '35', 'bedrooms': '35', 'bathrooms': '35', 'year_built': '2017', 'garages': '40'}",Asokoro,"Abuja, Abuja FCT",Asokoro,Abuja,Nigeria,Not Specified,"['Asokoro', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA1A-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA1-635x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA2-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA3.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA4-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA5-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA6-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA7-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA8-636x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA9-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA10-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA11-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA12-630x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA13-634x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA14-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA15-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA16-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA17-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA18-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA19-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA19-1-629x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA20-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA21-628x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/05/MAA22-630x467.png']",https://www.abujaproperties.com/properties/luxury-7-units-of-5-bedroom-duplexes-in-asokoro/,11,2024-02-16 04:20:04.257357
21052,Exquisitely Finished 4 Bedroom Duplex in Apo,Exquisitely finished 4 Bedroom Duplex with Green Area and Bq in Apo. This well finished 4 bedroom semi detached house located within a lovely Estate located in Apo central. Its available only in Carcass.,Sales,Housing,Available,1357,"NGN 145,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '4', 'year_built': '2017-06-01'}",Apo,Not Specified,Apo,Abuja,Nigeria,Not Specified,['Apo'],"{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO2-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO1-633x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO3-633x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO4-634x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO5-633x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO6-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO7-631x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO8-391x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO9-633x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO10-632x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO12.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO13-627x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO14-394x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO15-638x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO16-626x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2017/06/JPO17-630x467.png']",https://www.abujaproperties.com/properties/exquisitely-finished-4-bedroom-duplex-in-apo/,11,2024-02-16 04:20:05.828200
19379,4 Bedroom Bungalow at Wuse Zone 5,Decent four Bedroom Bungalow at Wuse Zone 5 District is available for sale . All rooms are spacious and en-suite with massive master bed and shower cubicle in bathrooms of each.,Sales,Housing,Available,5894,"NGN 140,000,000",650.00 sq. ft,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '5', 'year_built': '2015', 'garages': '6'}",Lokogoma,"Abuja, Abuja FCT, FCT,ABUJA","Other Locations, Wuse zone 5","Abuja, Abuja FCT, Federal Capital Territory",Nigeria,District,"['Other-Locations', 'Wuse-Zone-5', 'Abuja', 'Abuja-Fct', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160405-WA0009-835x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160405-WA0007-2-640x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160405-WA0008-640x467.jpg', 'https://www.abujaproperties.com/wp-content/uploads/2016/04/IMG-20160405-WA0010-835x467.jpg']",https://www.abujaproperties.com/properties/newly-built-2-bedroom-bungalow-at-lokogoma/,11,2024-02-16 04:20:07.447200
25159,Brand New 4 Bedroom Duplex at Jahi,Brand New Luxury Tastefully finished 4 Bedroom duplex is available for sale at Jahi district Abuja.,Sales,Housing,Available,599,"NGN 140,000,000","1,643.00 sq. ft","{'rooms': '4', 'bedrooms': '4', 'bathrooms': '5'}",Not Specified,"Abuja, Abuja FCT, F.C.T, FCT,ABUJA",Jahi,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Jahi', 'Abuja', 'Abuja-Fct', 'F-C-T', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2023/01/AC1-699x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC2-695x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC10-698x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC3-697x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC4-395x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC5-696x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC6-703x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC7-694x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC8-694x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/01/AC9-385x467.png']",https://www.abujaproperties.com/properties/brand-new-4-bedroom-duplex-at-jahi/,11,2024-02-16 04:20:09.168107
25807,Brand New Furnished 3 Bedroom Apartment,Brand new Luxury Tastefully finished and furnished 3 bedroom apartment is available for sale at Life-camp district Abuja.,Sales,Housing,Available,246,"NGN 140,000,000",Not Specified,"{'rooms': '3', 'bedrooms': '3', 'bathrooms': '4'}",Not Specified,"Abuja, Abuja FCT, F.C.T, FCT,ABUJA","Life Camp, Life Camp",Not Specified,Nigeria,Not Specified,"['Life-Camp', 'Life-Camp-Life-Camp', 'Abuja', 'Abuja-Fct', 'F-C-T', 'Fctabuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2023/06/AF1-580x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF2-422x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF3-414x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF4-413x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF5-421x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF6-429x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF7-420x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF8-417x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF9-415x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF10-419x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF11.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF12-419x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2023/06/AF1-1-580x467.png']",https://www.abujaproperties.com/properties/brand-new-furnished-3-bedroom-apartment/,11,2024-02-16 04:20:10.790312
24893,Spacious Brand New 4 Bedroom Duplex,Luxury 4 bedroom terrace duplex is available for sale at Jabi district Abuja. This stunning house is fully serviced ,Sales,Housing,Available,362,"NGN 140,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5'}",Not Specified,"Abuja, Abuja FCT, F.C.T",Not Specified,"Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Abuja', 'Abuja-Fct', 'F-C-T']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2022/08/AJ1-533x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/08/AJ2-534x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/08/AJ3-530x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/08/AJ4-536x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2022/08/AJ5-524x467.png']",https://www.abujaproperties.com/properties/spacious-brand-new-4-bedroom-duplex/,11,2024-02-16 04:20:12.436392
18735,Newly built 4 Bedroom Duplex at Mabushi,Newly built four bedroom terrace duplex with one room boys quarter is available for sale at Mabushi district.,Sales,Housing,Available,5712,"NGN 140,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '4', 'bathrooms': '5', 'year_built': '2016-01-04'}",Mabushi,Abuja,"Mabushi, Other Locations","Abuja, Abuja FCT, Federal Capital Territory",Nigeria,Not Specified,"['Mabushi', 'Other-Locations', 'Abuja']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2016/01/MA-372x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2016/01/AMMA-441x467.png']",https://www.abujaproperties.com/properties/newly-built-5-bedroom-detached-house/,11,2024-02-16 04:20:13.970888
21888,Lovely Brand New 4 Bedroom Duplex in Apo,"A brand new 4 Bedroom Detached Duplex is available for Sale at Apo district, Abuja. This lovely house is very well designed and finished and it has ample parking space and spacious rooms.",Sales,Housing,Available,5515,"NGN 140,000,000",Not Specified,"{'rooms': '4', 'bedrooms': '5', 'bathrooms': '5', 'year_built': '2018-03-02', 'garages': '5'}",Apo,"Abuja, Abuja FCT",Apo,Abuja,Nigeria,Not Specified,"['Apo', 'Abuja', 'Abuja-Fct']","{'contact_address': 'Plot 128 Osun Crescent Maitama, Abuja.', 'phone': '0806 393 3400, 0803 324 9800, 0705 111 6400,', 'email': 'info@abujaproperties.com, abuja@abujaproperties.com'}","['https://www.abujaproperties.com/wp-content/uploads/2018/03/AP3-10.37.54-AM.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/03/AP3S-395x467.png', 'https://www.abujaproperties.com/wp-content/uploads/2018/03/AP3S-2.png']",https://www.abujaproperties.com/properties/brand-new-4-bedroom-duplex-in-apo-2/,11,2024-02-16 04:20:15.448167
